text,relevance,concreteness,constructive
容易閱讀，有適當分行,1,0,0
googlecheck回報「含有制表符tab」49項,1,1,0
排版很整齊,1,0,0
"排版整齊
",1,0,0
Google Checks 表示有許多行含有Tab,1,1,0
"第49行：
average = (double)sum / 5;
在google check中，資料型態的轉換後需要空格
average = (double) sum / 5;",1,1,1
蠻整齊的可是Google Checks討厭你,1,0,0
是，排版整齊且符合要求,1,0,0
是的，整齊,1,0,0
不符合GOOGLE規範,1,0,0
排版整齊~,1,0,0
沒東西怎麼評,0,0,0
"google checks 大噴錯
所有的for、while後面都要有空格
{}前面也要空格",1,1,0
"註解得很好
Scanner有close，超棒的!",1,1,0
符合google規範,1,0,0
你的main Function內的縮排有問題，不符合google style,1,1,0
"縮排用2格不是4格
陣列 逗號前不用空格
if, while, switch 的括號後須有空格",1,1,0
第4、8行需與第10行格式一致，*後須先空一格再繼續打字，推薦可使用Ctrl+Alt+L排版,1,1,1
"縮排要用""兩個space""而不是tab，視窗右下角有個按鈕可以設定",1,1,0
乾淨整潔,1,0,0
"縮進符幾乎全錯
",1,1,0
google check不行,1,0,0
整齊 棒,1,0,0
程式含有tab,1,0,0
有空白格或空白行在不該出現的地方,1,0,0
空格 空行 不符 Google checkstyle 規定,1,1,0
score等號那邊沒有空格，google check有顯示。,1,1,0
蠻整齊的,1,0,0
google check檢測到大量錯誤,1,0,0
棒！,0,0,0
還能訂正：else要緊跟在if}後面,1,1,0
"yes
但switch 的 case 10&9可以合併成
case 10, 9:
          System.out.println(""A"");
          break;
會更精簡",1,1,0
Google Checks有許多不符合規定,1,0,0
"縮排用2格不是4格 陣列 逗號前不用空格 if, while, switch 的括號後須有空格",1,1,0
整齊乾淨,1,0,0
整齊 !,1,0,0
"符合標準
",1,0,0
不符合google style,1,0,0
"Checkstyle : 行內含有制表符tab。
點擊右下角 ""Tab*"" -> ""Reindent File with 2 Spaces""",1,1,0
Good 很整齊,1,0,0
整齊，switch中的case10和case9內容是相同的，建議可以合併,1,1,1
沒有依題目命名變數,1,0,0
符合撰寫標準喔,1,0,0
成績變數是grade吧?,1,1,0
"int grade 跟 int headGrade 那邊可以不用寫=0，因為是Redundant
另外可以不用寫continue那句，不寫的話，程式也可以跑",1,1,1
變數使用正確,1,0,0
變數命名正確,1,0,0
grade沒有初始化,1,1,0
沒有對變數進行初始化,1,0,0
nums沒有初始化,1,1,0
是，score以及average都有提及,1,1,0
是，變數命名符合要求,1,0,0
"是，
變數命名為score及average",1,1,0
"沒有對變數進行初始化
詳情請見物件導向實習PPT 4的第42頁說明",1,1,0
有符合撰寫標準,1,0,0
Good 變數命名都有符合標準,1,0,0
"未對變數進行初始化
詳情請見物件導向實習 PPT 4 第42頁~",1,1,0
grade是要輸入的值，讓它等於零是多餘的,1,1,0
未對變數進行初始化 詳情請見物件導向實習 PPT 4 第42頁~,1,1,0
Good 變數命名符合標準,1,0,0
棒棒棒,0,0,0
score average沒初始化,1,1,0
沒使用變數,1,0,0
score無初始化,1,1,0
double average沒初始化到,1,1,0
變數沒初始化喔,1,0,0
變數沒初始化到喔,1,0,0
Good 符合,1,0,0
score 沒有初始化,1,0,0
有初始化,0,0,0
score situation average 沒有初始化,1,1,0
有些沒有初始化,0,0,0
還是讚！,0,0,0
double的變數初始值是0.0,1,1,0
double初始值為0.0,1,1,0
score沒有初始值0,1,1,0
變數average需初始化,1,0,0
score和average沒有初始化,1,1,0
變數 grade 和 input 沒有初始化,1,1,0
變數 score 和 average 沒有初始化,1,1,0
第13 & 15行沒有對變數進行初始化。,1,1,0
"符合google規範
",1,0,0
14行的score沒有初始化,1,1,0
input未初始化,1,1,0
讚讚讚,0,0,0
Good 符合標準,1,0,0
average是double型態，但total是int型態，建議轉換以相同型態運算,1,1,1
average是double型態，但gradesum是float型態，建議轉換以相同型態運算,1,1,1
沒使用,0,0,0
類別命名符合,1,0,0
類別命名正確,1,0,0
畢竟Demo Code是正確的,1,0,0
是，類別命名符合要求,1,0,0
是，命名符合要求,1,0,0
Good 類別命名都有符合標準,1,0,0
有!!!,0,0,0
Good 類別命名符合標準,1,0,0
棒棒棒棒,0,0,0
達到,0,0,0
是 有符合,1,0,0
"妥
",0,0,0
讚讚讚讚,0,0,0
方法命名符合,1,0,0
命名正確,1,0,0
是，方法命名符合要求,1,0,0
Good 方法命名符合標準,1,0,0
有!!!!,0,0,0
無方法須命名,1,0,0
方法命名正確,1,0,0
"無方法需命名
",1,0,0
没有javadoc,1,0,0
"請在main之前解釋args的作用
ex : 
* @param args input parameters.",1,1,0
JavaDoc易懂,1,0,0
"沒有寫JavaDoc喔
",,,0
JavaDoc可以再多寫點,1,1,1
有符合JavaDoc規範,1,0,0
"/**
 *
 *
 *@param args 註解
 */
main funtion上少了這個@param args",1,1,0
JavaDoc有符合規範,1,0,0
缺少JavaDoc(2:1、3:0),1,1,0
有讓人容易理解,1,0,0
是，經由checkstyle檢查後無異樣,1,0,0
是的，讚啦,0,0,0
是，經由javadoc檢查後無異樣,1,0,0
沒註解,1,0,0
"少@param args input
然後，JavaDoc每一行都要.(句號)除了上面那句",1,1,0
有註解,1,0,0
其他註解寫得很清楚，認真good。,1,0,0
Good 註解都有符合規範,1,0,0
符合規範，但可以多寫點,1,0,0
超超超詳細!!!,1,0,0
棒~,0,0,0
Good 註解符合規範,1,0,0
(double)sum / 5 的 (double)後面要空格,1,1,0
@param arg 後方無內容,1,1,0
很多地方需要用空格隔開。,1,0,0
否，你沒寫JavaDoc,1,0,0
"javadoc要補上""傳入值""的解釋",1,1,0
if 跟 switch都用到讚,1,1,0
if跟switch都有用到讚,1,1,0
符合 清楚!,1,0,0
對 很棒,0,0,0
JavaDoc 不符 Google checkstyle 規定,1,0,0
有寫 很棒棒,0,0,0
有寫 非常棒,0,0,0
有寫JavaDoc，但開頭的應該不是要你寫日期吧,1,1,0
註解有符合JavaDoc規範,1,0,0
"不符合checkstyle格式
",1,0,0
清晰易懂,1,0,0
google check 顯示沒有,1,0,0
第12行，Javadoc tag '@param' 前面須有一個空行。可使用Ctrl+Alt+L檢查排版及Javadoc相關規定。,1,1,1
還能訂正：@param args input 要放摘要下面，不然JavaDoc會說沒寫摘要，而@param args要寫說明,1,1,1
很多地方沒有按規定用空格。,1,0,0
符合JavaDoc規範，不過之後 args 後面之後可以寫 user input 或直接刪掉就好,1,1,1
缺少 @param,1,1,0
第12行的注解@param前面要有一個空行，可以使用Ctrl+Alt+L自動調整成對的註解格式,1,1,1
"請重新輸入下一行還要再print一次請輸入身高/體重。
BMI要取到小數點後第二位。",1,1,0
我輸入-1兩次就可以繞過驗證了,1,1,0
輸出不符合題目要求,1,0,0
題目有達到要求,1,0,0
結果有符合題目要求,1,0,0
沒有宣告第一個物件給Tom初始化資料,1,1,0
"Name ： 
Age ：
BMI :
定義的詞跟：前面全部都有空格，我猜可能是中文的：跟英文的:的佔的空間不同的關係
其他都是對的哦
",1,1,1
繳白卷哦....,0,0,0
體重輸入0.9會有問題,1,1,0
bmi沒有進位到小數點後第二位,1,1,0
Marry的體重超過300，沒有給體重無效資訊,1,1,0
"1. 如果第一次輸入錯誤的範圍，第二次再以相同數字輸入的時候會是錯誤的。
2. BMI輸出的結果都是0
3. 不需要輸入TOM的數值",1,1,1
同學你沒有寫建構子。,1,0,0
否，若重複輸入錯誤身高或體重兩次，輸出結果會出現錯誤。Main檔裡面判斷身高和體重範圍的if判斷式只會判斷一次錯誤，應改為while迴圈作為判斷，才會符合題意。,1,1,1
是的，符合題目要求。,1,0,0
"	
是的，符合題目要求。",1,0,0
"Homework requires init with constructor , not using a method for initialize.
As sample data std1 , you should init it as Student(""Tom"", 18, 170, 62);",1,1,1
main沒東西,1,0,0
"第三行輸出,Name改成BMI",1,1,0
輸入第1個變數就不會動了,1,0,0
"1.Mary拼錯記得去掉一個
2.Mary體重輸入301.8沒有跳出輸入無效",1,1,0
"I think you misunderstand what does initialize with constructor mean.
As your sameple data allInput , it should be `new Student(""Tom"" , 18 , 162.4 , 70.5)`.
I think it has been explained clearly on Page.22 of `Defining Class 2`.",1,1,1
不確定Mary和Sam的年齡要不要和題目要求一致，可以修改一下,1,1,0
有符合 超棒,1,0,0
"符合要求
",1,0,0
顯示輸入無效後，還要再print 一次輸入誰的身高或體重，跟範例一樣,1,1,0
符合 很棒棒,1,0,0
"Main 函式中未依題目要求使用建構子生成物件。
且 Main.java 中的第17行，輸入的身高單位應為(cm)，而不是(m)。",1,1,0
什麼都沒有欸...再看看是不是沒有Push成功！,1,0,0
超讚ㄟ!!,0,0,0
"身高體重輸入無效的訊息中，應改成這種逗號 "" , ""。輸出Name、Age、BMI時，請注意冒號後有一個空格，像是Name: Tom",1,1,0
"請注意無效訊息中的標點符號，應改成這種逗號"" , ""。",1,1,0
"沒有mary的身高體重輸入
沒有在學生類別中定義兩個建構子,Main類別裡的建構子生成 
詳細在老師實習課講義裡有:Defining Class2",1,1,0
符合 讚,1,0,0
第一筆Marry的BMI輸出值不合理,1,1,0
Tom不用輸入數值 要自己預設好,1,1,0
"1. 沒有依題目要求作答
2. 輸入時，都是輸入Sam的身高跟體重，但題目還有要求輸入其他人",1,1,0
"輸出的"":""後面要一個空白鍵",1,1,0
沒有setName()、setAge()、getHeight() 和 getWeight()，雖然用不到，但題目有要求ㄛ,1,1,0
TOM的BMI值請求出，而不是直接輸出,1,1,0
沒有打任何內容,1,0,0
BMI只取到小數點第二位,1,1,0
"輸入無效的身高/體重時，缺少提示訊息""請輸入某人的身高/體重 ""和標點符號。",1,1,0
未依題目指示作答,1,0,0
第一個物件助教的意思應該是身高體重自己設計去跑BMI 不是直接輸出24.86,1,1,0
有 你寫的程式碼看起來很聰明 我喜歡,0,0,0
是 非常完整,0,0,0
是 還用中文非常易懂,1,0,0
output bmi 卻寫成 name,1,1,0
根本沒寫,1,0,0
是！,0,0,0
"輸入體重無效,請重新輸入。要直接接:請輸入Amy/Simon的身高:",1,1,0
"請輸入後面都少了"" : ""喔",1,1,0
是，輸出完全正確,1,0,0
逗號雖然不依樣，但我覺得不影響輸出,1,1,0
雖然逗號不一樣，但我覺得不影響輸出,1,1,0
有符合題目需求,1,0,0
結果有符合題目需求,1,0,0
Good job 666,0,0,0
請重新輸入下一行還要再print一次請輸入身高/體重。 BMI要取到小數點後第二位。,1,1,0
BMI輸出有問題,1,1,0
否，BMI在某些數字狀況下會輸出Infinity，BMI計算可能有問題,1,1,1
第一個物件沒有四個資料都初始化,1,1,0
空白的檔案,1,0,0
很好!讚,0,0,0
輸入為無效數後，除了要印出請重新輸入還要重複印出上一段的文字 (抱歉，上次沒檢查到),1,1,0
好像沒改ㄟ,1,0,0
還是沒寫,1,0,0
輸出冒號後要空格,1,1,0
"當身高輸入錯誤，回傳""體重錯誤""；第一個物件須為初始化姓名、年齡、身高、體重，且並未使用方法內的身高體重，反而在主程式新增體重變數。",1,1,0
"當身高輸入錯誤，回傳""體重錯誤""；第一個物件須為初始化姓名、年齡、身高、體重，且並未使用方法內的身高體重，反而在主程式新增體重變數。
",1,1,0
身高體重範圍錯誤(為1<=x<=300非0<x<301),1,1,0
"輸入身高體重要位於1~300 所以判斷式 應該是 if(height<1||height>300)
我輸入0 沒有判斷重新輸入",1,1,0
有輸入不在範圍的值的話，在print的時候就會有問題。,1,1,1
Tom不需要輸入數值，要自行預設,1,1,0
交白卷噢,1,0,0
"每行輸出的""：""後面要有一個空白鍵",1,1,0
第一個物件的身高變數初始化，應該單位要用公分，而不是公尺,1,1,1
但getBMI的部分寫到main.java裡面了,1,1,0
BMI顯示錯誤,1,1,0
Didn't change the constructor part.,1,0,0
有...,0,0,0
有達到 很棒棒,0,0,0
雖然你給我評無意義的建議，但你還是有記得去改，很棒~,1,0,0
"第一筆Mary輸出值依舊不合理
",1,1,0
Main 函式中未依題目要求使用建構子生成物件，且身高的單位不一致。,1,1,0
再請輸入這行後面要加 : 才跟題目需求一樣,1,1,0
縮排都錯了,1,0,0
student那個檔案有很多錯的,1,1,0
未符合GOOGLE規範,1,0,0
排列整齊，容易閱讀,1,0,0
整齊易看,1,0,0
googlecheck回報很多錯誤,1,0,0
newtBMI宣告與第一次使用距離太遠(看google checks),1,1,0
沒有正確縮排,1,0,0
非常精簡清楚,1,0,0
是的，排版整齊乾淨。,1,0,0
"	
是的，排版整齊乾淨。",1,0,0
"整齊
",1,0,0
不符合Google Checkstyle的規範,1,0,0
什麼都沒有...,0,0,0
棒啦,0,0,0
漂亮,0,0,0
Main.java，第8行需與上方注釋排版一致(*後須多一個空格),1,1,0
Student.java 中 public static double BMI()方法上面要空一行,1,1,0
是是,0,0,0
student的checkstyle沒過,1,1,0
否 排版沒有照Google Check 縮牌沒有縮好,1,0,0
沒寫所以很整齊,0,0,0
是 很整齊,1,0,0
很多縮排是錯的,1,0,0
googlecheck回報一堆錯誤,1,0,0
整齊易懂,1,0,0
是的，排版整齊。,1,0,0
程式排版有誤,1,0,0
多或少了空格空行 不符規定,1,0,0
多或缺空格空行 不符規定,1,0,0
不符合Google Checkstyle的標準,1,0,0
不符合Google Checkstyle,1,0,0
沒有初始化,1,0,0
變數沒有初始化,1,0,0
"沒有對變數進行初始化，double宣告後要初始化，ex: double height = 0.0;
在實習課第四章第42頁有範例",1,1,0
Student內的變數未初始化,1,1,0
main裡面的tall跟weight未初始化,1,1,0
變數有符合命名,1,0,0
變數命名符合,1,0,0
double的初始化應為0.0,1,1,0
沒有宣告初始化,1,0,0
是的，符合標準。,1,0,0
"	
是的，符合標準。",1,0,0
命名符合要求,1,0,0
"Student.java的第3~7行沒有進行變數初始化。
第七行：雖然方法命名可以用大寫的BMI，但變數名稱還是要用小寫(有問過老師)。",1,1,0
Student.java的5~8行沒有對變數進行初始化。,1,1,0
好啦,0,0,0
變數的名稱沒有符合Google Checkstyle標準 變數名稱開頭要小寫,1,1,0
並未對變數初始化,1,0,0
Student檔無初始化,1,0,0
Student 內的變數沒有給初始值， newtBMI和rockyBMI 有問過老師說變數名稱的BMI還是要小寫喔,1,1,1
沒有給初始值,1,0,0
"Student class中的變數name、age、height、weight、bmi沒有初始化。
宣告的變數bmi要是小寫，不能是大寫。
",1,1,0
Main.java中，變數height、weight未初始化。,1,1,0
height weight 變數未初始化,1,1,0
double的初始值是0.0不是0喔,1,1,0
BMI開頭不能大寫，未符合checkstyle要求,1,1,0
否，變數(人名)要小寫,1,1,0
抱歉之前沒有檢查到，但Student內的變數要給初始值喔,1,1,0
Student檔還是沒有初始化耶,1,1,0
std2height......,1,0,0
類別有符合命名,1,0,0
good啦,0,0,0
Good  符合標準,1,0,0
一開始作業就有命名,1,0,0
符合命名,1,0,0
GOOGLE規範中標註命名不能用超過一個連續大寫,1,0,0
setNameandAge......,1,0,0
方法命名有符合,1,0,0
nice啦,0,0,0
public double BMI() 不符合命名標準 應該改為小寫,1,1,0
"否 public double BMI 不符合 應該為bmi
",1,1,0
"  public double bmi(double height, double weight) {
    return weight / ((height / 100.0) * (height / 100.0));
  }
裡的bmi 要變成 BMI，助教上課說javaDoc說錯不要理，因為他要大寫。",1,1,1
getBMI這個命名有問題 不能有連續大寫字母,1,1,0
BMI不能超過一個 字母連續大寫,1,1,0
"否  Student Tom,Marry,Sam應命名為字首小寫 可以改為 stdTom,stdMarry,stdSam",1,1,1
超過一個連續的大寫字母之命名並不符合規範,1,1,0
很抱歉，命名不能出現超過一個連續大寫字母,1,1,0
showBMI的BMI只要B大寫就好,1,1,0
setBMI跟getBMI只需要B大寫,1,1,0
BMIZ方法只要B大寫喔,1,1,0
符合˙,1,0,0
Student.java中的 BMI method不符合googlestyle,1,1,0
Student檔案沒寫JavaDoc,1,1,0
兩個都沒有javadoc,1,0,0
student那個少一個javadoc,1,0,0
student缺乏,1,0,0
一堆CheckStyle錯誤,1,0,0
JavaDoc不完整,1,0,0
class Main裡面的JavaDoc不完整,1,1,0
"student 的 JavaDoc 寫 ""How to lose"" 不是很懂",1,1,0
student 的 JavaDoc 未符合標準,1,1,0
註解有符合 JavaDoc 規範，能理解該類別或該方法的規格,1,0,0
簡單易懂,1,0,0
Student.java的第二行、第四十行、第五十二行沒有javadoc,1,1,0
建構子上面要有註解，output的方法上要有註解,1,1,0
google check style 除了BMI的方法名之外有很多錯誤(縮排、註解、空格......),1,1,0
student.java沒有javadoc跟一些其他的問題,1,0,0
沒寫javadoc,1,0,0
Student類別缺少JavaDoc,1,1,0
是的，符合JavaDoc的規範。,1,0,0
否，Main檔有撰寫及符合JavaDoc規範，但是Student檔裡面缺少JavaDoc的撰寫，分別在第二、十八、四十五、五十五行的地方,1,1,0
Student.java檔缺少javadoc補一下喔~~~,1,1,0
Student加個,1,0,0
"記得要符合googlecheck的格式喔~~~(快速縮排按ctrl+alt+l)
Student.java少了javadoc要補一下",1,1,0
Student.java沒有JavaDoc。,1,1,0
Student 那裡沒有 javadoc,1,1,0
Student那個檔案沒寫JavaDoc,1,1,0
啦啦啦,0,0,0
有寫JavaDoc (但你第二建構子的JavaDoc好像怪怪的，不是4個都是預設嗎,1,1,0
"Main.java，main上方須寫上傳入值args的解釋，EX: @param args input parameters.。
Student.java，兩個建構子及get、set函式皆須加上javadoc，@param用在解釋傳入值，@return用在解釋回傳值。",1,1,0
Student.java中的set、get函式須加上javadoc,1,1,0
"yes
",0,0,0
寫得很清楚，推推,1,0,0
Student檔案缺少javaDoc，google check 有顯示。,1,1,0
" * @param name input parameters.
 * @param age input parameters.
 * @param height input parameters.
 * @param weight input parameters.
public Student(String name, int age, double height, double weight)
每一個public只要有輸入或return都要記得JavaDoc
 * @param return name
 public String getName() {
    return name;
  }
",1,1,1
Student檔第19行註解格式錯誤,1,1,0
Good 符合規範,1,0,0
Student.java 沒打javadoc註解,1,1,0
"good
",0,0,0
是  註解很詳細,1,0,0
是 註解寫得很清楚,1,0,0
"沒有改過：* @param name input parameters. * @param age input parameters. * @param height input parameters. * @param weight input parameters. public Student(String name, int age, double height, double weight) 每一個public只要有輸入或return都要記得JavaDoc * @param return name public String getName() { return name; }",1,1,0
"* @param name input parameters. * @param age input parameters. * @param height input parameters. * @param weight input parameters. public Student(String name, int age, double height, double weight) 每一個public只要有輸入或return都要記得JavaDoc * @param return name public String getName() { return name; }",1,1,0
student.java沒有javadoc,1,1,0
Main.java，main上方須寫上傳入值args的解釋，EX: @param args input parameters.。 Student.java，兩個建構子及get、set函式皆須加上javadoc，@param用在解釋傳入值，@return用在解釋回傳值。,1,1,0
JavaDoc有符合規範，能理解該類別或該方法的規格,1,0,0
還是一堆checkstyle 錯誤 ，有些地方要空格,1,0,0
Student檔案沒寫JavaDoc。,1,1,0
是的，符合JavaDoc規範。,1,0,0
否，Student檔裡的每個set和get前都要加上JavaDoc喔，但該程式裡面只有set有JavaDoc。,1,1,0
否，沒javadoc等,1,0,0
"Student class 內的javaDoc不用有param。
方法前應有各自的javaDoc(這個是checkstyle寫的，我也不確定)",1,1,1
"Main的第二個JavaDoc
/**
   * This is the main method.
   * @ param args  ( 這裡要加上參數的說明  範例在 物件導向設計實習 - 4 - ProgEdu P41的第二個)
   */",1,1,0
"Main的第二個JavaDoc裡面要加上@ param args (傳入參數的說明 )

範例在 物件導向設計實習 - 4 - ProgEdu P41的第二個",1,1,0
Google Checkstyle有顯示在Student的類別裡面有缺少的Java doc,1,1,0
有寫,0,0,0
"還是沒有更改喔~是不是忘了
Student檔第19行註解格式錯誤",1,1,0
平手的輸出是Game tie唷!,1,1,0
"作業未完成
Game.java語法錯誤",1,1,0
win跟lose完還要一行gameover,1,1,0
沒有將輸入的猜拳字串轉換為Enum型態並存入陣列,1,1,0
未作答,1,0,0
每場比賽的結果須回傳到Main再輸出，勿直接在Game.java中輸出，請詳細看作業說明。,1,1,0
有些輸出的句子沒有加句點。,1,0,0
"""Please re-enter the gesture""少一個句號。""You win!""和""You lose!""都可算比賽結束，在你的程式中只有在獲勝時才會結束遊戲。",1,1,0
完全符合 牛逼,1,0,0
"compare函式中的return ""You lose""少一個驚嘆號。""Please enter your gesture.""只需輸出一次即可輸入3個手勢，請參考作業說明。",1,1,1
"有些輸出的句子沒有加句點。
you lose 跟you win 沒有加驚嘆號且y要大寫。
是 Game tie 不是 you tie。
遊戲結束要輸出 Game over.。
compare 要回傳字串，每次的結果都要存入字串陣列中。
輸入錯誤的話重輸入一個就好，不須重輸三個(有問過助教)。
startGame要在輸入之前就呼叫。
沒有把輸入的String轉成Gesture。",1,1,1
"按照題目要求，compareGame()要改成compare()
系統生成手勢與使用者輸入手勢比較之結果要存入「字串陣列中」
Please enter the gesture.改成Please enter your gesture.
輸出遊戲結果要在Main class裡不是Game class
跟助教確認過，輸入錯誤只需要重新輸入一個，不需要三個都重新輸入
",1,1,1
平局需要重新生成亂數。,1,1,0
"Main.java 第24行的 ""i--"" 要改成 ""i = -1""，不然會有bug",1,1,0
題目未完成,1,0,0
"當輸入對的時候 Please enter your gesture: 只需要輸出一次
Please re-enter your gesture: 這個部分也有錯",1,1,0
未完成程式,1,0,0
"缺少Gesture.java檔以及Game tie的字樣會一直被印出來。當雙方平手時，並不會出現""Please enter your gesture.""的字樣且每回合的結果都是Game tie，並不會出現""You win!""或是""You lose!""的字樣。",1,1,0
"沒完成。
若有完成作業，也許是最後修改的檔案你忘記再push一次",1,0,1
沒完成。 若有完成作業，也許是最後修改的檔案你忘記再push一次,1,0,1
Main.java第42行多打了type，也許修改後忘記push了,1,1,1
42行最後有一個「type」導致程式碼跑不動,1,1,0
不符合目的，輸入錯誤的話應該要再重新輸入三次,1,1,1
除了創資料夾以外啥都沒寫,1,0,0
不符合，輸入錯誤應該要再重新輸入三個值,1,1,0
並沒有將每次的比較結果存入字串陣列,1,1,0
輸出結果沒有輸出Game over，而且沒有將每次的猜拳結果存入字串陣列,1,0,0
記得寫作業~,1,0,0
你的Game.java沒有東西,1,0,0
你完全沒寫作業,1,0,0
同學忘記寫作業囉,1,0,0
Game tie 没有.,1,0,0
輸入錯誤時只需重新輸入那一個不用全部重新輸入,1,1,0
"一開始運行程式的第一個print不是re-enter
記得加上句號！",1,1,0
Code似乎沒寫完ㄟ..至少我這裡無法執行,1,0,0
"compare方法題目要求系統生成之手勢與使用者輸入之手勢比較結果存入「字串陣列」中，比較勝利次數再回傳""You win!""/ ""Game tie""/""You lose!""
最後的Game over要加上"" . ""
",1,1,1
程式跑不了,1,0,0
"re-enter inputs應該是重新輸入全部吧
main.java裹的縮進符要記得改喔",1,1,1
假如打錯，應要重新讓使用者輸入三個,1,1,1
同學你的code似乎會有無限game tie 的狀況,1,1,0
第一次輸入時顯示的字樣應是Please enter your gestrue. 而不是re-enter 其他沒有問題,1,1,0
"compare沒有將每輪系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中
然後Game tie 後面沒有 ! 喔~",1,1,0
re-enter inputs應該要重新輸入全部吧,1,1,0
正確的應該是scissors 而不是scissor,1,1,0
三個檔案都空白,1,0,0
沒有寫code,1,0,0
"平手的print是Game tie不是You tie
輸入錯誤一個只有那個要改好像不用全部重新輸入",1,1,0
是 完全沒問題,1,0,0
Game tie沒有正常輸出,1,0,0
Please enter your gesture 和 Please re-enter your gesture 沒加句號,1,1,0
VERY  GOOODO,0,0,0
未上傳到Gesture類別QQ,1,1,0
程式無法執行，game.java 沒有startGame和compare的函式,1,1,0
"white
",0,0,0
輸入多次Stone卻都是Game tie， 進入無限死迴圈,1,1,0
輸入錯誤之後重新輸入三次沒有跑出結局,1,1,0
不符合題目要求,1,0,0
"1. startGame方法中的j永遠都是=1，所以電腦隨機生成Gesture永遠都是paper/paper/paper   
2. compare方法中判斷輸贏是錯誤的   
3. 回傳結果為""You win!""和""You lose!""都要輸出""Game over.""，只有""You win!""符合   ",1,1,0
檔案沒辦法跑,1,0,0
"Game tie 之後應該要再印出""Please enter the gesture""，且僅有當遊戲結束才印出""Game over.""，平手後不用印。判斷是否為平局須看三次的結果，而非最後一次，程式需修改。當第一次就輸入錯誤時，i會變成 -1 導致傳入compare會出現""java.lang.ArrayIndexOutOfBoundsException""錯誤。",1,1,1
"打stone都game tie並非隨機gesture
",1,1,0
沒有print出結果,1,0,0
輸出錯誤，你compare方法裡的 else if (arr1[i] == Gesture.scissors && arr[i] == Gesture.stone) 應該是lose++ 而不是 win++,1,1,0
"1. ""You lose""少了""!""
2. 每輸入一組猜拳只要印出第一次的""Please enter your gestures.""，不用每次都印出",1,1,0
兩次平手之後會變成game over,1,0,0
平手後即結束遊戲，需迴圈直到有勝負。win lose 的判斷有問題，可能需要debug 一下，有時stone vs stone 會有win++的問題,1,1,1
輸出結果符合題目要求,1,0,0
沒寫(是沒上傳到嗎@@),1,0,0
輸出輸出結果符合題目要求,1,0,0
符合!,1,0,0
"1. 如果平手輸入一樣的會一直平手
2. 題目要求Game裡的成員變數要用private
3. 題目要求記錄勝負的陣列是用字串型別不是整數型別",1,1,0
遊戲結束少印出 Game over.,1,1,0
題目要求Game裡的成員變數要用private,1,1,0
empty,0,0,0
你沒有print game over,1,1,0
我第一次測試就出錯，但是之後除了出錯外，也有成功出現勝利、失敗、平手，我只能說非常神奇!!!,1,1,0
作業未完成 main檔錯誤無法執行,1,1,0
否 平手後無法繼續執行,1,1,0
否 第一次應該是enter 不是re enter,1,1,0
助教 有說過switch不能以較新版本的寫法 這樣我沒辦法執行程式,1,1,0
我把你random出的手勢輸出，再根據必贏的手勢輸入，但是依據you lose。你compare的部分有錯誤，玩家贏的時候fin沒+1，所以一直輸，除非全部平手。,1,1,0
若輸入過程中有誤，讀取會有問題,1,0,0
若輸入錯誤要三個全部重輸 ( i--要改掉 改成 i = 0 ),1,1,0
Good都符合,1,0,0
否，請輸入的字樣只需要出現一次。,1,0,0
"沒完成,沒出現Game tie",1,1,0
同學，你沒有寫完,1,0,0
與程式要求不符合(game函數多了一個getSysGesture、要求輸入時並不是輸出三次敘述),1,1,0
一大堆問題，請按照題目要求,1,0,0
如果輸入有問題是要三個gesture都重新輸入,1,1,0
系統並非隨機生成猜拳手勢，輸入固定組合會得到相同結果,1,1,0
"輸入第二或三個不符合猜拳手勢時，須全部重新輸入，且顯示""Please re-enter the gesture""時，下一行又顯示Please enter your gesture.",1,1,0
compare要回傳String[]才行，然後要在Main檔裡面判斷後輸出遊戲結果，不要懷疑，因為我一開始也是跟你寫一樣概念，問了助教也被要求要改了，很白癡的題目，所以請更正吧,1,1,1
有個地方錯了 你的程式寫法是贏一場平手 贏兩場算贏 都沒贏算輸 但是一場贏一場輸一場平手是算平手的 而三場都沒贏也有可能是三場都平手,1,1,1
後半段未完成,1,1,0
第二個手勢輸入錯誤後 重新輸入只輸入兩個手勢就跳出結果,1,1,0
"否，缺少Gesture.java檔以及Game tie的字樣會一直被印出來。當雙方平手時，並不會出現""Please enter your gesture.""的字樣且每回合的結果都是Game tie，並不會出現""You win!""或是""You lose!""的字樣。而且，不會有遊戲結束的時候。",1,1,1
"否，當遊戲結果為輸時，回傳的結果是""You lose!""，而不是""You Lose""，少了驚嘆號及字母L應為小寫。還有""Please enter the gesture""和""Please re-enter the gesture""，均缺少了句點。",1,1,0
輸入固定手勢組合，皆會得到相同結果，系統並未隨機生成手勢,1,1,0
"輸入第二或三個錯誤手勢時，須接著輸入，而非全部重新輸入，且顯示""Please re-enter the gesture""時，下一行不應再顯示Please enter your gesture.",1,1,0
"1. game tie 的時候會一直game tie下去, 2.  且如果輸入錯誤re-enter gesture的時候輸入次數有問題",1,1,0
最終輸出應由Game.java回傳結果給Main.java，而後交由Main.java輸出結果,1,1,0
結果皆有符合題目需求,1,0,0
題目只要求重置輸錯的那次，而不是重新輸入三次,1,1,0
無程式碼,1,0,0
是  有完成,1,0,0
"1. 成員變數要private
2. 勝負要用字串存",1,1,0
